time,4-Resp1,4-Resp2,4-Resp3,4-Resp4,4-Resp5,4-Resp6,4-Resp7,4-Resp8,4-Resp9,4-Resp10,4-Resp11,4-Resp12,4-Resp13,4-Resp14,4-Resp15,4-Resp16,4-Resp17,4-Resp18,4-Resp19,4-Resp20,4-Resp21,4-Resp22,4-Resp23,4-Resp25,4-Resp26,4-Resp27,4-Resp28,4-Resp29,4-Resp30
24,1,85,68,38,83,48,71,70,76,81,-1,100,95,76,84,77,100,100,60,65,77,63,89,83,77,-1,97,58,72
25,1,85,68,38,82,48,69,70,76,81,-1,100,95,76,84,77,100,100,60,65,77,63,89,83,77,-1,97,58,72
26,69,85,68,35,82,48,69,70,76,81,-1,100,95,77,84,77,100,100,60,65,77,63,89,83,77,-1,97,58,72
27,69,85,68,35,83,48,69,70,76,81,-1,100,95,77,84,77,100,100,60,65,77,63,89,83,77,-1,97,58,72
28,69,85,68,35,83,48,69,70,76,81,-1,100,95,77,84,77,100,100,60,65,77,63,89,83,77,-1,97,58,72
29,69,85,68,35,83,48,69,70,76,81,-1,100,95,77,84,77,100,100,60,65,77,63,89,83,77,-1,97,58,72
30,69,85,68,57,82,48,69,70,76,81,-1,100,95,77,77,77,100,100,60,65,77,63,89,83,77,-1,97,58,72
31,69,85,68,57,83,48,69,70,76,81,-1,100,95,77,77,77,100,100,60,65,5,61,89,83,77,-1,97,58,72
32,69,85,68,57,83,48,69,70,76,81,-1,100,95,77,82,77,100,100,60,65,77,60,89,83,78,-1,97,58,72
33,69,85,68,57,82,48,69,70,76,81,-1,100,95,77,82,77,100,100,60,65,77,60,89,83,77,-1,97,58,72
34,69,85,68,57,83,48,67,70,76,81,-1,100,95,77,82,77,100,100,60,65,77,60,89,83,77,100,97,58,72
35,-1,85,68,57,83,48,67,70,76,81,-1,100,95,77,82,77,100,100,60,65,77,60,89,83,77,100,97,58,72
36,-1,85,68,57,83,48,67,70,76,81,-1,100,95,77,82,77,100,100,60,65,77,60,89,83,78,100,97,58,72
37,71,85,68,57,83,48,66,70,76,81,-1,100,95,76,82,77,100,100,60,65,79,58,89,83,77,100,97,57,72
38,71,85,68,57,83,48,66,70,76,81,-1,100,95,76,82,77,100,100,60,65,79,58,89,83,78,100,97,57,72
39,71,85,68,57,83,48,66,70,76,81,-1,100,95,76,82,77,100,100,60,65,79,58,89,83,78,100,97,57,72
40,71,85,68,57,83,48,66,70,76,81,-1,100,95,76,82,77,100,100,60,65,79,58,89,83,77,100,97,57,72
41,71,85,68,57,83,48,66,70,76,81,-1,100,95,74,82,77,100,100,60,65,80,58,89,83,77,-1,97,58,72
42,71,85,68,57,83,48,67,70,78,81,-1,100,95,74,82,77,100,100,60,65,80,57,89,83,78,-1,97,57,72
43,71,85,68,57,83,48,66,70,78,81,-1,100,95,74,82,77,100,100,60,65,80,56,89,83,80,-1,97,58,72
44,-1,85,68,57,83,48,66,70,78,81,-1,100,95,74,82,77,100,100,60,65,80,55,89,83,80,-1,97,58,72
45,-1,85,68,57,83,48,66,70,78,81,-1,100,95,73,82,77,100,100,60,65,80,55,89,83,80,-1,97,58,72
46,-1,85,68,57,83,48,67,70,78,81,-1,100,95,71,82,77,100,100,60,65,80,55,89,83,79,-1,97,58,72
47,51,85,68,67,83,48,67,70,78,81,-1,100,95,71,82,77,100,100,60,65,80,55,89,83,79,-1,97,58,72
48,51,85,68,67,83,48,67,70,78,81,-1,100,95,71,82,77,100,100,60,65,80,55,89,73,79,-1,97,58,72
49,51,85,68,67,83,48,67,70,78,81,-1,100,95,71,82,77,100,100,60,65,80,55,89,72,82,-1,97,58,72
50,51,87,68,67,83,48,67,70,78,81,69,100,95,71,82,77,100,100,60,65,80,55,89,72,84,-1,97,58,72
51,51,89,68,67,83,48,67,70,78,81,69,100,95,71,82,77,100,100,60,65,80,55,89,72,84,-1,97,58,72
52,51,89,68,67,82,48,67,70,78,81,69,100,95,71,82,77,100,100,60,65,80,55,89,72,84,-1,97,58,72
53,51,89,68,67,82,48,67,70,78,81,69,100,95,70,82,77,100,100,60,65,80,55,89,72,83,-1,74,57,72
54,51,89,68,67,82,48,67,70,78,81,69,100,95,70,82,77,100,100,60,65,80,19,89,72,84,-1,70,58,72
55,51,89,68,67,82,48,67,70,78,81,69,100,95,72,82,77,100,100,60,65,80,19,89,72,80,100,69,57,72
56,51,88,68,67,81,48,67,70,78,81,69,100,95,72,82,77,100,100,60,65,80,55,89,72,79,100,63,57,72
57,51,86,68,67,81,48,67,70,78,81,-1,100,95,72,82,77,100,100,60,65,78,55,89,72,78,100,63,57,72
58,51,83,68,67,81,48,67,70,78,81,-1,100,95,62,82,77,100,100,60,65,77,55,89,72,76,100,63,56,72
59,51,77,68,54,81,48,67,70,78,81,-1,100,95,55,82,77,100,100,60,65,77,56,89,72,76,100,63,56,71
60,51,75,68,54,81,48,67,70,78,81,-1,100,95,54,82,77,100,97,60,65,74,56,89,72,75,100,63,55,71
61,51,74,68,49,81,48,66,70,78,81,-1,100,95,52,82,77,100,97,60,65,73,56,89,72,75,100,63,55,71
62,51,74,68,49,81,48,64,70,78,81,-1,100,95,52,82,77,100,97,60,65,73,56,89,72,72,100,63,55,71
63,51,74,68,49,81,48,61,70,78,81,-1,100,95,52,82,77,100,88,60,65,71,56,89,72,60,100,63,55,71
64,51,74,68,49,81,48,60,70,78,81,-1,100,95,52,82,77,100,88,60,52,71,56,89,72,55,100,63,54,71
65,51,74,68,49,81,48,59,70,78,81,-1,100,95,52,82,77,100,88,60,52,71,56,89,72,54,100,63,54,71
66,3,74,68,49,81,48,59,70,78,81,-1,100,95,52,82,77,100,88,60,51,71,56,89,72,54,95,63,54,71
67,3,74,68,42,81,48,59,70,78,81,-1,100,95,52,82,77,100,88,60,52,67,56,89,72,55,86,63,54,71
68,3,74,68,42,81,48,59,70,78,81,-1,100,95,52,82,77,100,88,60,52,67,56,89,72,55,80,63,54,71
69,3,74,68,42,81,48,59,70,78,81,51,100,95,52,82,77,100,88,60,52,67,-1,89,72,55,80,63,54,71
70,3,74,68,42,81,48,59,70,78,81,51,100,95,52,80,77,100,65,60,52,64,-1,89,72,55,80,68,54,71
71,51,74,68,42,80,48,58,70,72,81,51,100,95,52,74,77,100,65,60,52,62,56,89,72,55,80,74,54,71
72,51,74,68,42,80,48,58,70,71,81,51,100,95,52,73,77,100,65,60,52,62,56,89,72,55,80,74,54,71
73,51,74,68,42,80,48,57,70,68,81,51,100,95,52,73,77,100,65,60,52,62,56,89,72,55,80,74,52,71
74,51,74,68,42,80,48,57,70,65,81,51,100,95,51,73,77,100,65,60,52,62,56,89,72,55,80,74,52,71
75,51,74,68,42,80,48,57,70,61,81,51,100,95,51,73,77,100,65,60,52,62,56,89,72,55,80,74,52,71
76,51,74,68,42,80,48,59,70,61,81,-1,100,95,52,73,77,100,65,60,52,62,56,89,72,55,80,74,52,71
77,51,71,68,42,80,48,59,70,61,69,-1,100,95,54,73,77,100,65,60,52,62,56,89,61,55,80,77,52,71
78,51,67,68,42,80,48,59,70,61,65,-1,100,95,55,73,77,100,65,60,52,62,56,89,60,55,80,76,52,71
79,51,67,68,42,80,48,61,70,61,65,-1,100,95,55,73,77,100,65,60,52,62,56,89,60,55,80,76,52,71
80,51,67,68,35,80,48,61,70,61,65,-1,100,95,56,73,77,100,65,60,52,62,56,89,60,55,80,76,52,65
81,51,67,68,35,80,48,63,70,61,65,-1,100,95,56,73,77,100,65,59,52,62,56,89,60,55,80,76,52,65
82,51,67,68,35,80,48,63,70,61,65,-1,100,95,57,73,77,100,65,60,52,62,56,89,60,55,80,76,52,65
83,51,67,68,35,80,48,63,70,61,65,-1,100,95,58,73,77,100,65,63,52,62,56,89,60,55,80,76,52,65
84,51,67,68,35,80,48,63,70,60,65,-1,100,95,58,73,77,100,65,63,52,62,-1,89,60,55,80,76,50,65
85,51,67,68,35,80,48,63,70,60,65,-1,100,95,58,73,77,100,65,63,52,62,56,89,60,55,80,76,50,61
86,51,67,68,35,80,48,63,70,60,65,-1,100,95,58,73,77,100,65,64,52,63,56,89,60,55,80,76,50,61
87,51,67,68,35,80,48,63,70,60,65,48,100,95,58,72,77,100,65,63,52,63,56,89,60,55,80,76,49,61
88,51,67,68,35,80,48,63,70,60,65,3,100,95,58,72,77,100,65,65,52,63,56,89,60,55,82,76,49,61
89,51,67,68,35,80,48,63,70,60,65,3,100,95,58,72,77,100,-1,65,52,63,52,89,60,55,82,76,49,61
90,51,67,68,35,80,48,63,70,60,65,3,100,95,58,72,77,100,-1,66,52,63,52,89,60,55,83,76,49,61
91,51,67,68,36,80,48,64,70,60,65,3,100,82,58,72,77,100,-1,67,52,63,52,89,60,55,84,76,49,61
92,51,67,68,35,80,48,64,70,60,65,51,100,83,58,72,77,100,65,67,52,63,52,89,60,55,86,76,49,61
93,51,67,68,35,80,48,64,70,60,65,51,100,83,58,72,77,54,65,63,52,63,52,89,60,55,86,76,49,61
94,51,67,68,35,80,48,64,70,60,65,51,100,83,58,72,77,54,65,63,52,63,52,89,60,55,87,76,49,61
95,51,67,68,35,80,48,65,70,60,65,51,100,83,58,72,77,54,65,60,52,63,52,89,59,55,87,76,49,61
96,51,67,68,35,80,48,65,70,60,63,51,100,83,58,72,77,50,65,59,52,63,52,89,59,54,87,76,49,61
97,51,67,68,36,80,48,67,70,60,61,51,100,83,58,72,-1,50,65,60,52,63,-1,89,59,52,88,89,49,61
98,51,67,68,30,80,48,67,70,60,60,51,100,83,58,72,-1,50,64,60,52,66,47,87,59,52,88,97,51,61
99,51,67,68,30,80,48,67,70,60,60,-1,100,83,58,72,-1,50,64,60,52,67,47,80,59,52,89,97,54,61
100,51,67,68,30,80,48,69,70,60,60,-1,100,83,58,61,-1,83,64,60,52,67,47,76,59,53,95,97,54,61
101,51,67,68,30,80,48,69,70,60,60,-1,100,83,58,61,-1,50,64,60,52,68,47,71,59,53,100,97,54,61
102,71,67,68,30,81,48,69,70,60,60,-1,100,83,58,61,-1,50,64,60,52,68,47,63,59,53,100,97,54,61
103,15,67,68,30,81,48,69,70,60,60,-1,100,83,58,61,-1,50,64,62,52,68,4,63,59,53,100,97,54,61
104,15,67,68,30,81,48,69,70,60,60,-1,100,83,58,61,-1,50,64,64,52,68,47,63,59,53,100,97,54,61
105,15,67,68,30,81,50,69,70,60,60,-1,100,83,58,61,-1,50,64,65,52,69,47,63,59,53,100,97,54,61
106,15,67,68,31,81,55,69,70,60,60,-1,100,83,60,61,-1,50,64,65,52,69,47,63,59,53,100,97,54,61
107,15,67,68,38,81,63,69,70,60,60,-1,100,83,61,61,-1,50,64,65,52,69,47,61,59,53,100,97,54,61
108,15,67,68,41,81,63,69,70,60,60,-1,100,83,62,61,-1,50,64,65,52,69,47,63,59,56,100,97,54,61
109,15,67,68,40,81,63,70,70,60,60,-1,100,83,65,61,-1,50,64,65,52,69,50,62,59,60,100,97,54,61
110,3,67,69,40,81,68,71,70,60,60,-1,100,83,67,61,77,50,64,65,52,69,50,59,59,64,100,97,54,61
111,3,71,72,40,81,70,71,70,60,60,-1,100,83,71,61,15,50,74,65,52,69,50,56,59,66,100,97,54,61
112,75,73,75,40,81,70,71,70,60,60,67,100,83,73,61,77,50,74,65,52,69,50,64,59,67,100,97,54,61
113,75,76,76,40,80,70,72,70,60,60,67,100,83,76,71,77,50,74,65,52,69,57,70,59,69,100,97,54,61
114,75,76,76,40,80,70,72,70,60,60,67,100,83,78,78,77,50,74,65,52,69,58,72,59,69,100,97,54,61
115,8,77,76,41,80,70,72,70,60,60,67,100,83,81,78,77,50,74,65,52,69,58,73,61,70,100,97,54,61
116,8,77,76,41,79,70,72,70,60,60,67,100,83,81,78,77,50,74,65,52,69,60,74,63,70,100,97,54,61
117,8,77,76,46,77,70,72,70,60,60,67,100,83,84,78,77,50,74,65,52,69,62,75,63,70,100,97,54,61
118,8,77,76,46,76,70,73,70,60,60,67,100,83,84,78,77,50,74,65,52,69,64,76,63,72,100,97,54,61
119,8,77,76,46,76,70,73,70,60,60,-1,100,83,84,78,77,50,74,65,52,69,64,79,63,73,100,97,54,61
120,8,77,76,46,76,70,73,70,60,60,-1,100,83,84,78,77,50,74,65,52,69,64,81,63,74,100,97,54,61
121,8,77,76,46,76,70,73,70,60,60,-1,100,83,84,78,77,50,74,65,52,69,61,81,63,74,100,97,54,61
122,-1,77,76,46,76,70,73,70,60,60,-1,100,83,84,78,77,61,74,65,52,69,61,81,63,74,100,97,55,61
123,-1,77,76,46,76,70,73,70,60,60,-1,100,83,84,78,77,61,74,65,52,69,61,81,63,74,100,97,61,61
124,-1,77,76,46,76,70,73,70,60,60,-1,100,83,84,78,77,84,74,65,52,69,61,81,63,76,100,97,61,61
125,75,77,76,52,76,70,73,70,60,60,-1,100,83,84,78,77,90,74,65,52,69,61,81,63,75,100,97,61,61
126,75,77,76,52,76,70,73,70,62,60,-1,100,83,84,78,77,90,74,65,52,69,61,81,63,74,100,97,61,61
127,75,77,76,52,76,70,73,70,63,60,-1,100,83,84,78,77,90,74,65,52,71,61,82,63,74,100,97,61,61
128,75,77,76,52,76,70,73,70,63,60,-1,100,83,84,78,77,90,74,65,52,72,61,82,63,74,100,97,61,61
129,75,77,76,54,76,70,73,70,63,60,-1,100,83,84,78,77,90,74,65,52,73,61,82,63,74,100,97,61,61
130,75,77,76,59,76,70,73,70,63,60,-1,100,83,84,78,77,90,74,65,52,73,61,82,63,74,100,97,61,61
131,75,77,76,60,76,70,73,70,63,60,-1,100,83,84,78,77,90,74,65,59,74,61,82,63,74,100,97,61,61
132,75,77,76,60,76,70,74,70,63,60,-1,100,83,84,78,77,90,74,65,52,74,61,82,67,74,100,97,61,37
133,75,77,76,60,76,70,74,70,63,60,-1,100,83,84,78,77,90,74,65,52,74,61,82,70,74,100,97,61,61
134,75,77,76,60,77,70,74,70,-1,60,1,100,83,84,78,77,90,74,65,52,77,61,82,70,74,100,97,61,61
135,75,77,76,60,77,70,74,70,32,60,1,100,83,84,78,77,90,74,65,52,77,-1,82,70,74,100,97,61,61
136,75,77,76,60,77,70,74,70,53,60,1,100,84,84,78,77,90,74,65,52,77,-1,82,70,74,100,97,61,61
137,75,77,76,60,77,70,74,70,53,60,73,100,90,84,78,77,-1,74,65,52,77,-1,82,70,74,100,97,61,61
138,75,77,76,60,77,70,74,70,53,60,63,100,90,84,78,77,-1,74,65,52,77,61,82,70,74,100,97,61,61
139,75,77,76,60,77,70,74,70,53,60,63,100,90,84,78,77,-1,74,65,52,77,61,82,70,74,100,97,61,61
140,75,77,76,63,77,70,74,70,53,60,63,100,90,84,78,77,-1,74,65,52,77,62,82,70,74,100,97,61,61
