time,8-Resp1,8-Resp2,8-Resp3,8-Resp4,8-Resp5,8-Resp6,8-Resp7,8-Resp8,8-Resp9,8-Resp10,8-Resp11,8-Resp12,8-Resp13,8-Resp14,8-Resp15,8-Resp16,8-Resp17,8-Resp18,8-Resp19,8-Resp20,8-Resp21,8-Resp22,8-Resp23,8-Resp25,8-Resp26,8-Resp27,8-Resp28,8-Resp29,8-Resp30
1,50,48,79,95,50,100,60,48,48,65,66,51,61,59,51,50,51,87,50,48,78,80,52,75,64,50,70,52,48
2,50,48,79,95,50,100,61,48,48,65,66,51,53,59,51,50,51,87,50,48,78,80,52,75,62,50,70,77,48
3,50,48,79,95,50,100,61,48,48,65,66,51,61,62,51,50,51,87,50,48,78,80,52,75,62,50,70,77,48
4,50,48,79,95,50,100,61,48,48,65,66,51,61,61,51,50,51,87,50,48,78,80,52,75,59,50,70,77,48
5,50,48,79,95,50,100,61,48,48,65,66,51,61,60,51,50,51,87,50,48,78,80,52,75,59,50,70,77,48
6,50,48,79,95,50,100,61,48,48,65,66,51,61,59,51,50,51,87,50,48,78,80,52,76,56,50,70,50,48
7,50,48,79,95,50,100,61,48,49,65,66,51,61,59,51,50,51,87,50,48,78,80,52,78,56,50,70,49,48
8,50,48,79,95,50,100,61,48,48,65,75,51,61,59,51,50,51,87,50,48,78,80,52,78,55,50,70,49,48
9,50,48,79,92,50,100,61,48,48,65,82,51,61,59,51,50,51,87,50,48,78,80,52,78,54,50,70,49,48
10,50,48,79,91,50,95,61,48,69,65,82,51,61,59,51,50,51,87,50,48,78,80,52,78,52,50,70,49,48
11,50,48,79,94,50,97,61,48,69,65,82,51,61,59,51,50,51,87,50,48,78,80,52,78,52,50,70,49,48
12,50,48,79,95,50,97,61,48,80,65,82,51,61,59,51,50,51,87,50,48,78,80,52,78,52,50,70,49,48
13,50,48,79,95,50,97,61,48,0,65,82,51,61,59,51,50,51,87,50,48,78,80,52,78,52,51,70,49,48
14,50,48,79,95,50,97,61,48,80,65,82,51,61,59,51,50,51,87,50,48,78,80,52,78,52,51,70,49,48
15,50,48,79,95,50,97,63,48,80,65,82,51,61,59,51,53,51,87,50,48,78,80,52,78,51,51,70,49,48
16,50,48,79,95,50,97,62,48,80,65,82,51,61,59,51,57,51,93,50,48,78,80,52,78,50,50,70,49,48
17,50,48,79,95,50,100,62,48,80,65,82,51,61,59,51,57,51,86,50,48,80,80,52,78,50,51,70,49,48
18,50,56,79,95,50,100,62,48,80,65,82,51,61,59,51,57,51,86,50,48,80,80,52,78,49,51,70,49,48
19,50,61,79,95,50,100,62,48,80,65,82,51,61,59,51,57,51,87,50,48,80,80,52,78,49,51,70,49,48
20,50,65,79,88,50,100,62,48,80,65,82,51,61,59,51,57,51,87,50,48,80,80,52,78,49,51,70,49,48
21,50,80,79,87,50,100,62,48,80,65,82,51,61,59,51,57,51,87,50,48,80,80,50,78,49,51,70,49,48
22,50,76,79,94,50,100,62,48,80,65,82,51,61,59,51,57,51,87,50,48,80,80,43,78,47,51,70,49,48
23,50,49,79,95,50,100,62,48,80,65,82,51,61,60,51,57,51,87,50,48,80,80,43,78,45,50,70,49,48
24,50,49,79,95,50,100,62,48,80,65,82,51,61,60,51,57,51,87,50,48,80,80,43,78,45,51,70,49,48
25,50,49,79,95,50,100,62,48,80,65,82,51,61,60,51,57,56,87,50,48,80,80,43,78,45,53,70,49,48
26,50,49,79,95,50,99,62,48,80,65,82,51,61,57,51,57,56,87,50,48,80,80,45,78,45,54,70,49,48
27,50,49,79,95,50,100,62,48,80,65,82,51,61,57,52,57,61,87,50,48,80,80,46,78,43,63,70,49,48
28,50,49,79,94,50,100,62,48,80,65,82,51,62,57,53,57,61,87,50,48,80,80,46,78,41,70,71,67,48
29,50,49,79,94,50,100,62,48,80,65,82,51,70,58,54,57,61,87,50,48,80,80,45,78,41,75,71,65,48
30,50,49,79,95,50,100,62,48,80,65,82,51,72,58,55,57,61,87,50,48,80,80,45,78,41,74,74,49,48
31,50,49,79,90,50,100,62,48,80,65,82,51,72,58,55,57,61,87,50,48,80,80,45,80,41,71,77,48,48
32,53,49,79,93,50,100,62,48,80,65,82,51,72,59,55,57,61,87,50,48,80,80,46,80,41,67,74,48,48
33,61,49,79,95,50,100,62,48,80,65,82,51,72,59,55,57,61,87,50,62,80,80,46,80,39,65,75,48,48
34,61,49,79,95,50,99,62,48,80,65,82,51,72,59,55,57,61,87,50,65,80,80,50,80,39,65,75,48,48
35,61,49,79,92,50,100,62,48,80,65,82,51,72,59,55,57,61,87,50,65,80,80,74,80,37,65,75,48,48
36,61,49,79,90,50,100,62,48,80,76,82,51,72,59,55,57,61,87,52,65,80,80,49,80,37,65,75,48,48
37,61,49,79,83,50,100,62,48,80,76,82,52,72,59,55,57,61,87,58,65,80,80,46,80,37,65,75,48,48
38,61,49,79,82,50,100,62,50,80,76,82,53,72,59,55,57,61,87,58,65,80,80,51,80,35,65,75,48,48
39,62,49,79,81,50,100,62,50,80,76,82,55,72,59,55,57,61,87,58,65,80,80,50,80,35,65,75,48,48
40,63,49,79,82,50,100,62,50,80,76,82,56,72,61,55,57,61,87,59,65,80,80,50,80,35,65,75,49,48
41,63,49,79,83,50,100,62,50,80,76,82,59,-1,61,55,57,61,87,59,65,80,80,50,80,35,65,75,48,48
42,62,49,79,84,50,100,62,51,80,76,82,64,72,61,55,57,61,87,58,65,80,80,50,80,34,65,75,48,48
43,62,49,79,84,50,100,62,54,80,76,82,66,72,61,55,57,61,87,58,65,80,80,50,80,34,65,75,49,48
44,62,49,79,88,50,100,62,70,80,76,82,68,72,61,56,57,61,87,61,65,80,80,50,80,34,65,75,48,48
45,62,49,79,97,50,100,63,71,80,76,82,70,72,61,56,57,61,87,61,65,80,80,50,80,34,65,75,49,48
46,62,49,79,97,50,100,64,71,80,76,82,70,72,61,56,57,61,87,61,65,80,80,50,80,34,65,75,48,48
47,62,49,79,97,50,100,64,71,80,76,82,70,72,61,56,57,61,87,61,65,80,80,50,80,33,65,75,48,48
48,62,49,79,95,50,100,64,71,-1,76,82,70,72,61,56,57,61,87,61,65,80,80,50,80,32,65,75,48,48
49,62,49,79,95,50,100,64,71,-1,76,82,70,72,61,56,57,61,87,61,65,80,80,50,80,32,65,75,48,48
